ID,Gene,gene-onnection,Status,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1568,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,6 x 10-17,,0.239112,'-,0.021755753 unit decrease,[0.017-0.027],TNIP1,Eosinophil percentage of white cells,eosinophil percentage of leukocytes,GCST90002382,5:151081488,Blood
1569,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,7 x 10-14,,0.2382,'-,0.03160719 unit decrease,[0.023-0.04],TNIP1,Eosinophil percentage of white cells,eosinophil percentage of leukocytes,GCST004600,5:151081488,Blood
1570,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,1 x 10-11,,0.2382,'-,0.02882201 unit decrease,[0.021-0.037],TNIP1,Eosinophil percentage of granulocytes,eosinophil percentage of granulocytes,GCST004617,5:151081488,Blood
1571,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,4 x 10-23,,0.239769,'-,0.023189 SD unit decrease,[0.019-0.028],TNIP1,Eosinophil counts,eosinophil count,GCST90002298,5:151081488,Blood
1572,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,5 x 10-19,,0.239117,'-,0.023164537 unit decrease,[0.018-0.028],TNIP1,Eosinophil counts,eosinophil count,GCST90002381,5:151081488,Blood
1573,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,7 x 10-16,,0.2382,'-,0.03412575 unit decrease,[0.026-0.042],TNIP1,Eosinophil counts,eosinophil count,GCST004606,5:151081488,Blood
1574,TNIP1,TNIP1,N/a,rs960709-<b>?</b>,1 x 10-15,,NR,'-,'-,'-,TNIP1,Eosinophil counts,eosinophil count,GCST007065,5:151081488,Blood
1575,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,1 x 10-22,,0.322002,'-,'-,'-,TNIP1,Eosinophil counts,eosinophil count,GCST90002302,5:151081488,Blood
2036,TNIP1,TNIP1,N/a,rs960709-<b>G</b>,2 x 10-14,,0.2382,'-,0.03247268 unit decrease,[0.024-0.041],TNIP1,Sum eosinophil basophil counts,"basophil count, eosinophil count",GCST004624,5:151081488,Blood
627,TUBB4BP4,TUBB4BP4,N/a,rs149020156-<b>?</b>,6 x 10-7,,NR,7.41,'-,[3.38-16.25],"LINC02756, TUBB4BP4",Sulfasalazine-induced agranulocytosis,"response to sulfasalazine, Drug-induced agranulocytosis",GCST004781,11:91940355,Blood
1567,TUBB4BP4,TUBB4BP4,N/a,rs17571502-<b>C</b>,8 x 10-6,,0.3548,'-,0.08258 unit increase,[NR],"LINC02756, TUBB4BP4",Erythrocyte cadmium concentration,erythrocyte cadmium measurement,GCST003449,11:91903993,Blood
1988,UROS,UROS,N/a,rs2027515-<b>C</b>,4 x 10-27,"(UROS, 11248_43_3)",0.78546875,'-,0.32375023 unit decrease,[0.27-0.38],UROS,Blood protein levels,blood protein measurement,GCST006585,10:125807263,Blood
516,VIRMA,VIRMA,N/a,rs1023767-<b>A</b>,2 x 10-12,,NR,'-,0.0206 unit increase,[0.015-0.026],VIRMA,Non-albumin protein levels,serum non-albumin protein measurement,GCST90019515,8:94518741,Blood
1999,VIRMA,VIRMA,N/a,rs10111287-<b>T</b>,2 x 10-11,,NR,'-,0.0185 unit increase,[0.013-0.024],"VIRMA, LINC02894",Serum total protein level,blood protein measurement,GCST90019522,8:94566198,Blood
1028,YWHAZP2,YWHAZP2,N/a,rs2119151-<b>T</b>,5 x 10-12,,0.581286,'-,0.014155 SD unit increase,[0.01-0.018],"GYPC, YWHAZP2",Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002328,2:126651295,Blood
1029,YWHAZP2,YWHAZP2,N/a,rs13395010-<b>G</b>,4 x 10-11,,0.595947,'-,'-,'-,"YWHAZP2, GYPC",Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002332,2:126653637,Blood
2238,YWHAZP2,YWHAZP2,N/a,"rs12995563-<b>A</b>, rs7598155-<b>T</b>, rs7598599-<b>G</b>, rs4577234-<b>T</b>, rs7562097-<b>C</b>, rs7606197-<b>G</b>",1 x 10-10,,0.002,'-,'-,'-,N/A - YWHAZP2; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,2:126515885,Blood
2240,YWHAZP2,YWHAZP2,N/a,"rs12995563-<b>G</b>, rs7598155-<b>T</b>, rs7598599-<b>G</b>, rs4577234-<b>T</b>, rs7562097-<b>C</b>, rs7606197-<b>G</b>",2 x 10-9,,0.173,'-,'-,'-,N/A - YWHAZP2; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,2:126515885,Blood
215,APOB,APOB,N/a,rs562338-<b>?</b>,5 x 10-21,,NR,'-,'-,'-,"APOB, TDRD15","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,2:21065449,Cancer
223,APOB,APOB,N/a,rs562338-<b>?</b>,5 x 10-21,,NR,'-,'-,'-,"APOB, TDRD15","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,2:21065449,Cancer
855,APOB,APOB,N/a,rs183117027-<b>A</b>,4 x 10-8,,0.006,2.34,'-,[1.72–3.16],APOB,Pancreatic cancer,pancreatic carcinoma,GCST009895,2:21004340,Cancer
1073,APOB,APOB,N/a,rs76588427-<b>A</b>,3 x 10-6,,0.017,2.05,'-,[1.52-2.76],"APOB, LINC02850",Marginal zone lymphoma,marginal zone B-cell lymphoma,GCST002742,2:20935927,Cancer
1557,APOB,APOB,N/a,rs11901649-<b>?</b>,1 x 10-7,,NR,'-,0.084 unit increase,[0.053-0.115],APOB,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST008831,2:21027351,Cancer
917,ARHGAP24,ARHGAP24,N/a,rs4693128-<b>T</b>,1 x 10-7,,0.17587,1.09834,'-,[1.06-1.13],ARHGAP24,Neuroblastoma or malignant cutaneous melanoma,"neuroblastoma, cutaneous melanoma",GCST010152,4:85809561,Cancer
1797,ARHGAP24,ARHGAP24,N/a,rs71599425-<b>A</b>,6 x 10-6,(EA),0.0382,'-,0.0797 unit decrease,[0.045-0.114],ARHGAP24,Breast cancer,breast carcinoma,GCST004988,4:85740190,Cancer
638,CHRNA1,CHRNA1,N/a,rs77530448-<b>G</b>,7 x 10-8,,0.09,'-,0.36 unit increase,[0.23-0.49],"CHRNA1, H3P6",Response to radiotherapy in prostate cancer (overall toxicity),"response to radiation, prostate carcinoma",GCST003583,2:174729547,Cancer
2215,CHRNA1,CHRNA1,N/a,"rs2600685-<b>T</b>, rs2600683-<b>C</b>, rs935863-<b>A</b>",1 x 10-6,,0.527,'-,'-,'-,CHRNA1; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,2:174762320,Cancer
2217,CHRNA1,CHRNA1,N/a,"rs2359319-<b>C</b>, rs935866-<b>G</b>, rs6732758-<b>A</b>, rs6732427-<b>T</b>, rs7561169-<b>G</b>, rs935867-<b>T</b>, rs10497429-<b>C</b>, rs2123117-<b>C</b>, rs6728978-<b>C</b>",5 x 10-6,,0.533,'-,'-,'-,H3P6 - CHRNA1; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,2:174733568,Cancer
2225,DCAF6,DCAF6,N/a,"rs11558511-<b>T</b>, rs6672997-<b>G</b>, rs10489202-<b>G</b>, rs17485889-<b>G</b>, rs12059592-<b>G</b>, rs275147-<b>A</b>, rs12097632-<b>A</b>, rs275137-<b>C</b>, rs275154-<b>A</b>, rs10918809-<b>G</b>, rs11578006-<b>C</b>, rs399273-<b>C</b>, rs17557162-<b>T</b>, rs202273-<b>T</b>, rs1060041-<b>C</b>, rs413168-<b>G</b>, rs10918822-<b>T</b>, rs41322644-<b>A</b>, rs12404574-<b>A</b>",1 x 10-11,,0.204,'-,'-,'-,DCAF6; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,1:168044612,Cancer
2227,DCAF6,DCAF6,N/a,"rs11558511-<b>T</b>, rs6672997-<b>G</b>, rs10489202-<b>G</b>, rs17485889-<b>G</b>, rs12059592-<b>G</b>, rs275147-<b>A</b>, rs12097632-<b>C</b>, rs275137-<b>C</b>, rs275154-<b>A</b>, rs10918809-<b>G</b>, rs11578006-<b>C</b>, rs399273-<b>C</b>, rs17557162-<b>T</b>, rs202273-<b>T</b>, rs1060041-<b>C</b>, rs413168-<b>G</b>, rs10918822-<b>T</b>, rs41322644-<b>A</b>, rs12404574-<b>A</b>",4 x 10-7,,0.187,'-,'-,'-,DCAF6; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,1:168044612,Cancer
865,DNM3,DNM3,N/a,rs484686-<b>?</b>,8 x 10-6,,'-,1.3,'-,[1.16-1.46],DNM3,Ovarian cancer,ovarian carcinoma,GCST009830,1:172183062,Cancer
867,DNM3,DNM3,N/a,rs12117623-<b>C</b>,1 x 10-6,,0.5306,1.312336,'-,[1.18-1.46],DNM3,Ovarian cancer,ovarian carcinoma,GCST007239,1:172072640,Cancer
1811,DNM3,DNM3,N/a,rs1894633-<b>G</b>,2 x 10-6,(EA),0.3337,'-,0.0312 unit decrease,[0.018-0.044],DNM3,Breast cancer,breast carcinoma,GCST004988,1:172361919,Cancer
1784,FGF12,FGF12,N/a,rs975121-<b>?</b>,7 x 10-6,,NR,2.17,'-,[1.55-3.03],FGF12,Ileal carcinoids,carcinoid tumor,GCST000908,3:192179429,Cancer
2235,FGF12,FGF12,N/a,"rs1875731-<b>T</b>, rs1875732-<b>G</b>, rs1827546-<b>A</b>, rs2654693-<b>C</b>, rs1875730-<b>G</b>, rs2708309-<b>C</b>, rs2654689-<b>G</b>, rs2134634-<b>G</b>, rs1827545-<b>A</b>, rs2174178-<b>G</b>",3 x 10-14,,0,'-,'-,'-,FGF12; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,3:192595268,Cancer
2237,FGF12,FGF12,N/a,"rs1875731-<b>T</b>, rs1875732-<b>G</b>, rs1827546-<b>A</b>, rs2654693-<b>C</b>, rs1875730-<b>A</b>, rs2708309-<b>C</b>, rs2654689-<b>G</b>, rs2134634-<b>G</b>, rs1827545-<b>A</b>, rs2174178-<b>G</b>",6 x 10-7,,0.16,'-,'-,'-,FGF12; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,3:192595268,Cancer
406,H2AC6,H2AC6,N/a,rs36109883-<b>A</b>,6 x 10-12,,0.068507564,1.2887794,'-,[1.198871275-1.385430147],H2AC6,Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,6:26132842,Cancer
420,H2AC6,H2AC6,N/a,rs36109883-<b>A</b>,2 x 10-7,,0.067018189,1.1676731,'-,[1.102051078-1.237202699],H2AC6,Lung cancer in ever smokers,"smoking status measurement, lung carcinoma",GCST004749,6:26132842,Cancer
408,KDM4A-AS1,KDM4A-AS1,N/a,rs113688544-<b>C</b>,4 x 10-6,,0.747240408,1.1049403,'-,[1.06-1.15],"KDM4A, KDM4A-AS1",Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,1:43686240,Cancer
404,KHSRPP1,KHSRPP1,N/a,rs12686364-<b>G</b>,6 x 10-9,,0.004,8.49,'-,[4.12-17.49],"KHSRPP1, H3P30",Familial squamous cell lung carcinoma,"squamous cell lung carcinoma, family history of lung cancer",GCST006088,9:21670088,Cancer
978,KHSRPP1,KHSRPP1,N/a,rs141111252-<b>A</b>,7 x 10-8,,NR,1.3846581,'-,NR,"RN7SL151P, KHSRPP1",Melanoma,melanoma,GCST90011809,9:21698290,Cancer
636,LINC00578,LINC00578,N/a,rs6791846-<b>?</b>,5 x 10-7,,0.45,1.47,'-,[1.26-1.71],"LINC00578, LINC00501",Toxicity response to radiotherapy in prostate cancer (increased urinary frequency) (time to event),"response to radiation, prostate carcinoma, Abnormality of the urinary system",GCST008382,3:177401529,Cancer
2223,LINC00578,LINC00578,N/a,"rs6443497-<b>A</b>, rs3922740-<b>A</b>, rs6785573-<b>C</b>, rs16828637-<b>G</b>, rs9829938-<b>T</b>, rs7430456-<b>A</b>, rs4857739-<b>T</b>, rs4857741-<b>A</b>, rs16828642-<b>G</b>, rs6443502-<b>T</b>, rs13071694-<b>G</b>, rs17636221-<b>G</b>, rs9875579-<b>C</b>",4 x 10-8,,0,'-,'-,'-,LINC00578; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,3:177756272,Cancer
2229,LINC02414,LINC02414,N/a,"rs11247024-<b>C</b>, rs7294672-<b>T</b>",6 x 10-9,,0.185,'-,'-,'-,N/A - LINC02414; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:131618173,Cancer
967,MGST1,MGST1,N/a,rs7300446-<b>?</b>,1 x 10-6,,'-,1.56,'-,[1.30-1.87],MGST1,Metastatic colorectal cancer survival in treatment with chemotherapy plus biologics,"metastatic colorectal cancer, survival time, response to antineoplastic agent",GCST011584,12:16521286,Cancer
1551,MGST1,MGST1,N/a,rs35827298-<b>A</b>,4 x 10-8,,NR,'-,'-,'-,MGST1,Barrett's esophagus or esophageal adenocarcinoma x sex interaction (2df test),"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement",GCST011462,12:16414631,Cancer
1553,MGST1,MGST1,N/a,rs35827298-<b>A</b>,1 x 10-8,(male),NR,0.87,'-,[0.82-0.91],MGST1,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST011461,12:16414631,Cancer
1555,MGST1,MGST1,N/a,rs35827298-<b>A</b>,5 x 10-9,,NR,0.87,'-,[0.83-0.91],MGST1,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST011461,12:16414631,Cancer
2211,MGST1,MGST1,N/a,"rs9332908-<b>A</b>, rs3844373-<b>G</b>, rs7312090-<b>A</b>, rs2287152-<b>T</b>, rs4149203-<b>G</b>",9 x 10-25,,0.001,'-,'-,'-,MGST1; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:16356132,Cancer
2213,MGST1,MGST1,N/a,"rs9332908-<b>A</b>, rs3844373-<b>G</b>, rs7312090-<b>A</b>, rs2287152-<b>T</b>, rs4149203-<b>A</b>",5 x 10-16,,0.321,'-,'-,'-,MGST1; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:16356132,Cancer
1803,NANOS3,NANOS3,N/a,rs2594714-<b>G</b>,1 x 10-8,(EA),0.77,1.0309278,'-,[1.01-1.05],"MIR23AHG, NANOS3",Breast cancer,breast carcinoma,GCST004988,19:13843757,Cancer
1680,OR51B5,OR51B5,N/a,rs10838094-<b>A</b>,1 x 10-9,,0.4106,0.2393,'-,[-0.26109-0.73969],"HBG2, OR51B5, OR51Q1, HBE1",Cutaneous mastocytosis (adult),cutaneous mastocytosis,GCST011380,11:5422663,Cancer
1682,OR51B5,OR51B5,N/a,rs10838094-<b>A</b>,2 x 10-25,,0.4106,0.1646,'-,[-0.22152-0.55072],"HBG2, OR51B5, OR51Q1, HBE1",Cutaneous mastocytosis,cutaneous mastocytosis,GCST011381,11:5422663,Cancer
1684,OR51B5,OR51B5,N/a,rs10838094-<b>A</b>,9 x 10-18,,0.4106,0.1089,'-,[-0.50517-0.72297],"HBG2, OR51B5, OR51Q1, HBE1",Cutaneous mastocytosis (childhood),cutaneous mastocytosis,GCST011379,11:5422663,Cancer
2219,PDGFD,PDGFD,N/a,"rs11226159-<b>G</b>, rs11226158-<b>C</b>",3 x 10-15,,0.313,'-,'-,'-,PDGFD; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,11:104107812,Cancer
2221,PDGFD,PDGFD,N/a,"rs11226159-<b>T</b>, rs11226158-<b>C</b>",1 x 10-11,,0.544,'-,'-,'-,PDGFD; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,11:104107812,Cancer
2231,PHF2,PHF2,N/a,"rs7855940-<b>G</b>, rs2487010-<b>C</b>, rs10761280-<b>A</b>, rs11792101-<b>A</b>, rs7874836-<b>C</b>, rs10821216-<b>T</b>, rs9409699-<b>T</b>, rs7859190-<b>C</b>, rs10739959-<b>A</b>, rs2491000-<b>G</b>, rs2487020-<b>T</b>, rs4744280-<b>A</b>, rs2398873-<b>C</b>, rs10114823-<b>C</b>, rs10821219-<b>C</b>, rs2490998-<b>G</b>, rs10116474-<b>T</b>, rs2253589-<b>C</b>, rs7854820-<b>T</b>, rs2265800-<b>T</b>, rs2243742-<b>G</b>",1 x 10-10,,0.166,'-,'-,'-,PHF2 - MIR4291; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,9:93773684,Cancer
2233,PHF2,PHF2,N/a,"rs7855940-<b>G</b>, rs2487010-<b>C</b>, rs10761280-<b>A</b>, rs11792101-<b>A</b>, rs7874836-<b>C</b>, rs10821216-<b>T</b>, rs9409699-<b>T</b>, rs7859190-<b>C</b>, rs10739959-<b>A</b>, rs2491000-<b>G</b>, rs2487020-<b>C</b>, rs4744280-<b>A</b>, rs2398873-<b>C</b>, rs10114823-<b>C</b>, rs10821219-<b>C</b>, rs2490998-<b>G</b>, rs10116474-<b>T</b>, rs2253589-<b>C</b>, rs7854820-<b>T</b>, rs2265800-<b>T</b>, rs2243742-<b>G</b>",1 x 10-9,,0,'-,'-,'-,PHF2 - MIR4291; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,9:93773684,Cancer
1764,PMAIP1,PMAIP1,N/a,rs4368253-<b>C</b>,8 x 10-7,,0.677,1.18,'-,[1.11-1.26],"NFE2L3P1, PMAIP1",Chronic lymphocytic leukemia,chronic lymphocytic leukemia,GCST003468,18:59955055,Cancer
1766,PMAIP1,PMAIP1,N/a,rs4368253-<b>C</b>,3 x 10-8,,0.69,1.19,'-,[1.12-1.27],"NFE2L3P1, PMAIP1",Chronic lymphocytic leukemia,chronic lymphocytic leukemia,GCST002073,18:59955055,Cancer
53,PPM1K,PPM1K,N/a,rs74962708-<b>T</b>,3 x 10-12,,NR,'-,0.074 unit increase,[0.053-0.095],"PPM1K, PPM1K-DT",Urate levels,urate measurement,GCST90019524,4:88284508,Cancer
56,PPM1K,PPM1K,N/a,rs28793136-<b>C</b>,6 x 10-55,,NR,'-,0.0707 unit increase,[0.062-0.08],PPM1K-DT,Urate levels,urate measurement,GCST90019524,4:88295616,Cancer
59,PPM1K,PPM1K,N/a,rs4693211-<b>C</b>,1 x 10-82,,NR,'-,0.0941 unit increase,[0.084-0.104],PPM1K-DT,Urate levels,urate measurement,GCST90019524,4:88327909,Cancer
62,PPM1K,PPM1K-DT,N/a,rs28793136-<b>C</b>,6 x 10-55,,NR,'-,0.0707 unit increase,[0.062-0.08],PPM1K-DT,Urate levels,urate measurement,GCST90019524,4:88295616,Cancer
65,PPM1K,PPM1K-DT,N/a,rs4693211-<b>C</b>,1 x 10-82,,NR,'-,0.0941 unit increase,[0.084-0.104],PPM1K-DT,Urate levels,urate measurement,GCST90019524,4:88327909,Cancer
68,PPM1K,PPM1K-DT,N/a,rs74962708-<b>T</b>,3 x 10-12,,NR,'-,0.074 unit increase,[0.053-0.095],"PPM1K, PPM1K-DT",Urate levels,urate measurement,GCST90019524,4:88284508,Cancer
642,PPM1K,PPM1K,N/a,rs72661666-<b>C</b>,7 x 10-6,,0.988771,12.519281,'-,NR,PPM1K,Stent thrombosis in response to clopidogrel treatment,"response to clopidogrel, cardiovascular event measurement",GCST010484,4:88275046,Cancer
1799,PPM1K,PPM1K,N/a,rs10022462-<b>T</b>,2 x 10-9,(EA),0.44,1.04,'-,[1.02-1.06],PPM1K-DT,Breast cancer,breast carcinoma,GCST004988,4:88322666,Cancer
1801,PPM1K,PPM1K-DT,N/a,rs10022462-<b>T</b>,2 x 10-9,(EA),0.44,1.04,'-,[1.02-1.06],PPM1K-DT,Breast cancer,breast carcinoma,GCST004988,4:88322666,Cancer
859,PRC1,PRC1,N/a,rs8037137-<b>C</b>,1 x 10-7,,0.133619,1.1235955,'-,[1.08-1.18],"RCCD1, PRC1",Serous invasive ovarian cancer,ovarian serous carcinoma,GCST004478,15:90963407,Cancer
861,PRC1,PRC1,N/a,rs8037137-<b>C</b>,7 x 10-8,,0.133619,1.1363636,'-,[1.09-1.19],"RCCD1, PRC1",High-grade serous ovarian cancer,ovarian serous carcinoma,GCST004480,15:90963407,Cancer
863,PRC1,PRC1,N/a,rs8037137-<b>C</b>,5 x 10-7,,0.134,1.098901,'-,[1.06-1.15],"RCCD1, PRC1",Invasive epithelial ovarian cancer,ovarian carcinoma,GCST004415,15:90963407,Cancer
1787,PRC1,PRC1,N/a,rs2290203-<b>G</b>,8 x 10-10,,0.79,1.0638298,'-,[1.04-1.09],"PRC1, PRC1-AS1",Breast cancer,breast carcinoma,GCST004988,15:90968837,Cancer
1789,PRC1,PRC1,N/a,rs77554484-<b>A</b>,1 x 10-15,(EA),0.1319,'-,0.0741 unit decrease,[0.056-0.092],"RCCD1, PRC1",Breast cancer,breast carcinoma,GCST004988,15:90965985,Cancer
1791,PRC1,PRC1,N/a,rs2290203-<b>G</b>,4 x 10-8,(East Asian),0.504,1.08,'-,[1.05-1.11],"PRC1, PRC1-AS1",Breast cancer,breast carcinoma,GCST002537,15:90968837,Cancer
1793,PRC1,PRC1-AS1,N/a,rs2290203-<b>G</b>,8 x 10-10,,0.79,1.0638298,'-,[1.04-1.09],"PRC1, PRC1-AS1",Breast cancer,breast carcinoma,GCST004988,15:90968837,Cancer
1795,PRC1,PRC1-AS1,N/a,rs2290203-<b>G</b>,4 x 10-8,(East Asian),0.504,1.08,'-,[1.05-1.11],"PRC1, PRC1-AS1",Breast cancer,breast carcinoma,GCST002537,15:90968837,Cancer
1651,PSMG4,PSMG4,N/a,rs4959799-<b>?</b>,5 x 10-6,(disease-free survival),'-,3.5,'-,[2.05-5.99],"SLC22A23, PSMG4",Survival in rectal cancer,"disease free survival, rectum cancer",GCST002821,6:3294794,Cancer
1754,PSMG4,PSMG4,N/a,rs9385905-<b>?</b>,2 x 10-6,,'-,'-,'-,'-,"MCHR2, PSMG4",Clostridium difficile infection in multiple myeloma,"clostridium difficile infection, multiple myeloma",GCST005686,6:99843632,Cancer
71,RCN2,RCN2,N/a,rs932046-<b>T</b>,5 x 10-11,,NR,'-,0.056 unit increase,[0.039-0.073],"RN7SL278P, RCN2",Urate levels,urate measurement,GCST90019524,15:76955213,Cancer
505,RCN2,RCN2,N/a,rs932046-<b>T</b>,7 x 10-12,,NR,'-,0.0584 unit increase,[0.042-0.075],"RN7SL278P, RCN2",Urea levels,serum urea measurement,GCST90019525,15:76955213,Cancer
639,RN7SL252P,RN7SL252P,N/a,rs17598306-<b>?</b>,9 x 10-6,,0.08,'-,'-,'-,"DLX6-AS1, RN7SL252P",Radiation response,response to radiation,GCST000823,7:96952499,Cancer
422,RNU5E-5P,RNU5E-5P,N/a,rs7979031-<b>C</b>,7 x 10-6,,0.455423445,1.205228,'-,[1.110720693-1.307776555],"RNA5SP367, RNU5E-5P",Lung cancer in never smokers,"smoking status measurement, lung carcinoma",GCST004747,12:101467714,Cancer
857,ROR1,ROR1,N/a,rs1747924-<b>A</b>,7 x 10-6,,0.767,1.1111112,'-,[1.06-1.16],ROR1,Pancreatic cancer,pancreatic carcinoma,GCST002991,1:64073289,Cancer
2243,ROR1,ROR1,N/a,"rs1324359-<b>G</b>, rs6588083-<b>C</b>",1 x 10-8,,0.175,'-,'-,'-,ROR1; ROR1-AS1; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,1:64150746,Cancer
