ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
3178,ZFAT,ZFAT,Paternal,rs7818560-<b>C</b>,3 x 10-11,,0.154434,'-,0.020340048 unit decrease,[0.014-0.026],"ZFAT, AC087045.2",Eosinophil counts,eosinophil count,GCST90002381,8:134719710,Blood
3192,ZFP90,ZFP90,Paternal,rs8050260-<b>A</b>,2 x 10-9,,0.2093,'-,0.02726745 unit increase,[0.018-0.036],"ZFP90, RPL35AP33",Plateletcrit,platelet crit,GCST004607,16:68517374,Blood
3193,ZFP90,ZFP90,Paternal,rs1170439-<b>C</b>,3 x 10-18,,0.77913,'-,0.023427002 unit increase,[0.018-0.029],"ZFP90, AC126773.3",Eosinophil percentage of white cells,eosinophil percentage of leukocytes,GCST90002382,16:68574608,Blood
3194,ZFP90,ZFP90,Paternal,rs1170439-<b>C</b>,9 x 10-21,,0.783079,'-,'-,'-,"ZFP90, AC126773.3",Eosinophil counts,eosinophil count,GCST90002302,16:68574608,Blood
3195,ZFP90,ZFP90,Paternal,rs1170439-<b>?</b>,3 x 10-25,,NR,'-,'-,'-,"ZFP90, AC126773.3",Eosinophil counts,eosinophil count,GCST007065,16:68574608,Blood
3196,ZFP90,ZFP90,Paternal,rs1170439-<b>C</b>,6 x 10-18,,0.779149,'-,0.02335192 unit increase,[0.018-0.029],"ZFP90, AC126773.3",Eosinophil counts,eosinophil count,GCST90002381,16:68574608,Blood
3210,ZIM2,ZIM2,Paternal,rs77926443-<b>T</b>,3 x 10-6,,0.011,3.692,'-,[2.128-6.407],"ZNF71, ZIM2-AS1",Venous thromboembolism adjusted for sickle cell variant rs77121243-T,venous thromboembolism,GCST004068,19:56595798,Blood
3220,ZIM2,ZIM2,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Blood
3225,ZIM2,ZIM2-AS1,Paternal,rs77926443-<b>T</b>,3 x 10-6,,0.011,3.692,'-,[2.128-6.407],"ZNF71, ZIM2-AS1",Venous thromboembolism adjusted for sickle cell variant rs77121243-T,venous thromboembolism,GCST004068,19:56595798,Blood
3221,ZIM2,ZIM2,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Blood
3830,SNORD116,SNORD116,Paternal,rs7986114-<b>T</b>,2 x 10-9,,0.530269,'-,0.013508062 unit increase,[0.0091-0.0179],SNORD116,Eosinophil percentage of white cells,eosinophil percentage of leukocytes,GCST90002382,13:39940401,Blood
3831,SNORD116,SNORD116,Paternal,rs9548987-<b>G</b>,1 x 10-11,,0.47282,'-,0.015176305 unit increase,[0.011-0.02],SNORD116,Eosinophil counts,eosinophil count,GCST90002381,13:39929435,Blood
3832,SNORD116,SNORD116,Paternal,rs7986114-<b>?</b>,2 x 10-15,,NR,'-,'-,'-,SNORD116,Eosinophil counts,eosinophil count,GCST007065,13:39940401,Blood
1933,KCNQ1OT1,KCNQ1OT1,Paternal,rs231353-<b>G</b>,2 x 10-9,,0.3493,'-,0.02308014 unit decrease,[0.016-0.031],"KCNQ1OT1, KCNQ1",Plateletcrit,platelet crit,GCST004607,11:2687789,Blood
1934,KCNQ1OT1,KCNQ1OT1,Paternal,rs231353-<b>G</b>,4 x 10-14,,0.357997,'-,0.014844 SD unit decrease,[0.011-0.019],"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002357,11:2687789,Blood
1935,KCNQ1OT1,KCNQ1OT1,Paternal,rs231353-<b>G</b>,2 x 10-14,,0.465753,'-,'-,'-,"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002361,11:2687789,Blood
1936,KCNQ1OT1,KCNQ1OT1,Paternal,rs231353-<b>G</b>,3 x 10-26,,0.349972,'-,0.025168354 unit decrease,[0.021-0.03],"KCNQ1OT1, KCNQ1",Plateletcrit,platelet crit,GCST90002400,11:2687789,Blood
1937,KCNQ1OT1,KCNQ1OT1,Paternal,rs231353-<b>G</b>,3 x 10-10,,0.349952,'-,0.014821836 unit decrease,[0.01-0.019],"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002402,11:2687789,Blood
1938,KCNQ1OT1,KCNQ1OT1,Paternal,rs35957135-<b>A</b>,8 x 10-9,,0.308944,'-,0.014082907 unit decrease,[0.0093-0.0189],"KCNQ1OT1, KCNQ1",Mean platelet volume,mean platelet volume,GCST90002395,11:2698445,Blood
1939,KCNQ1OT1,KCNQ1OT1,Paternal,rs368427206-<b>G</b>,3 x 10-10,,0.274311,'-,'-,'-,"KCNQ1, KCNQ1OT1",Mean platelet volume,mean platelet volume,GCST90002349,11:2699514,Blood
133,DIO3,DIO3,Paternal,rs11621975-<b>?</b>,5 x 10-6,,NR,2.31,'-,'-,"DIO3, LINC02320",Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin,"overall survival, ovarian carcinoma, response to cisplatin, response to paclitaxel",GCST004896,14:101565415,Cancer
137,DIO3,DIO3OS,Paternal,"rs10142332-<b>G</b>, rs12435279-<b>C</b>, rs12586651-<b>T</b>",3 x 10-7,,0.155,'-,'-,'-,AL049836.2 - DIO3OS; AL049836.2 - DIO3OS; AL049836.2 - DIO3OS,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,14:101519289|14:101522626|14:101519591,Cancer
154,DLGAP2,DLGAP2,Paternal,rs138808635-<b>C</b>,9 x 10-6,,'-,'-,0.6906 SD units decrease,[0.39-0.99],DLGAP2,Tumor necrosis factor alpha levels,tumor necrosis factor-alpha measurement,GCST004426,8:1135584,Cancer
155,DLGAP2,DLGAP2,Paternal,rs34582125-<b>G</b>,9 x 10-6,,'-,'-,0.1617 SD units increase,[0.09-0.233],DLGAP2,Tumor necrosis factor beta levels,tumor necrosis factor beta measurement,GCST004425,8:1188292,Cancer
172,DLGAP2,DLGAP2,Paternal,"rs4876094-<b>C</b>, rs10111688-<b>T</b>",1 x 10-7,,0.185,'-,'-,'-,DLGAP2; DLGAP2,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,8:1309780|8:1310504,Cancer
173,DLGAP2,DLGAP2,Paternal,"rs4876094-<b>C</b>, rs10111688-<b>C</b>",4 x 10-7,,0.355,'-,'-,'-,DLGAP2; DLGAP2,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,8:1309780|8:1310504,Cancer
174,DLGAP2,DLGAP2,Paternal,rs28367414-<b>?</b>,3 x 10-6,,'-,'-,'-,'-,DLGAP2,Clostridium difficile infection in multiple myeloma,"clostridium difficile infection, multiple myeloma",GCST005686,8:1470728,Cancer
175,DLGAP2,DLGAP2,Paternal,rs2404618-<b>T</b>,7 x 10-6,,0.465822007,1.0544931,'-,[1.030451547-1.07909551],DLGAP2,Lung cancer,lung carcinoma,GCST004748,8:1514102,Cancer
184,DLGAP2,DLGAP2,Paternal,rs192316701-<b>C</b>,5 x 10-6,(AA),0.997,'-,0.163 unit increase,'-,DLGAP2,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,8:1507902,Cancer
185,DLGAP2,DLGAP2,Paternal,rs139288166-<b>?</b>,7 x 10-8,,0.03,4.3,'-,[2.53-7.31],DLGAP2,Toxicity response to radiotherapy in prostate cancer (rectal bleeding) (time to event),"Hematochezia, response to radiation, prostate carcinoma",GCST008381,8:755922,Cancer
345,DSCAM,DSCAM,Paternal,rs9981861-<b>G</b>,4 x 10-6,,NR,1.33,'-,[0.82-2.15],DSCAM,Non-small cell lung cancer (survival),non-small cell lung carcinoma,GCST000871,21:40043117,Cancer
346,DSCAM,DSCAM,Paternal,rs727333-<b>?</b>,1 x 10-6,,0.081,'-,1.542 unit increase,[1.295-1.837],DSCAM,Estradiol plasma levels (breast cancer),estradiol measurement,GCST001914,21:40331020,Cancer
500,GLI3,GLI3,Paternal,rs9791676-<b>?</b>,8 x 10-6,(clearcell),NR,1.96,'-,'-,GLI3,Epithelial ovarian cancer,ovarian carcinoma,GCST007728,7:42053156,Cancer
501,GLI3,GLI3,Paternal,"rs10279985-<b>T</b>, rs4724101-<b>C</b>, rs7790090-<b>T</b>, rs3801234-<b>C</b>, rs6949528-<b>G</b>, rs3801236-<b>C</b>, rs6955604-<b>G</b>",3 x 10-10,,0,'-,'-,'-,GLI3; GLI3; GLI3; GLI3; GLI3; GLI3; GLI3,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:42232361|7:42230723|7:42232050|7:42217585|7:42222253|7:42221225|7:42217285,Cancer
502,GLI3,GLI3,Paternal,"rs10279985-<b>T</b>, rs4724101-<b>C</b>, rs7790090-<b>T</b>, rs3801234-<b>C</b>, rs6949528-<b>A</b>, rs3801236-<b>C</b>, rs6955604-<b>G</b>",2 x 10-6,,0.123,'-,'-,'-,GLI3; GLI3; GLI3; GLI3; GLI3; GLI3; GLI3,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:42232361|7:42230723|7:42232050|7:42217585|7:42222253|7:42221225|7:42217285,Cancer
607,GLIS3,GLIS3,Paternal,rs6415788-<b>T</b>,2 x 10-8,,0.6,'-,0.0107 unit decrease,[0.0069-0.0145],GLIS3,Urate levels,urate measurement,GCST011119,9:4118111,Cancer
621,GLIS3,GLIS3,Paternal,rs199600662-<b>?</b>,5 x 10-6,,NR,0.8728601,'-,[0.82-0.93],"GLIS3, RFX3-AS1",Breast cancer specific mortality in breast cancer,"breast carcinoma, mortality",GCST007477,9:3708602,Cancer
622,GLIS3,GLIS3,Paternal,rs954980-<b>?</b>,5 x 10-6,,'-,1.3933399,'-,[NR],"GLIS3, RFX3-AS1",Colorectal cancer,colorectal cancer,GCST005152,9:3761909,Cancer
623,GLIS3,GLIS3,Paternal,rs10974465-<b>T</b>,6 x 10-6,,0.161054917,1.122095,'-,[1.067564608-1.179410829],GLIS3,Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,9:4326243,Cancer
632,GLIS3,GLIS3,Paternal,rs564816-<b>C</b>,3 x 10-7,,0.04,'-,'-,[NR],GLIS3,Methotrexate phramacokinetics (acute lymphoblastic leukemia),response to antineoplastic agent,GCST000523,9:4015370,Cancer
773,DIRAS3,GNG12-AS1,Paternal,rs1367448-<b>C</b>,5 x 10-6,(Dominant model),0.526,1.554,'-,[1.212-1.993],"GNG12-AS1, WLS",Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),"response to antineoplastic agent, response to anthracycline-based chemotherapy",GCST002008,1:68168241,Cancer
887,HECW1,HECW1,Paternal,"rs17207421-<b>A</b>, rs11979957-<b>A</b>, rs2240983-<b>G</b>, rs12702043-<b>A</b>, rs1860755-<b>G</b>, rs17801421-<b>A</b>, rs2024269-<b>T</b>",3 x 10-15,,0.011,'-,'-,'-,HECW1; HECW1; HECW1; HECW1; HECW1; HECW1; HECW1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:43435480|7:43441841|7:43441038|7:43441857|7:43434275|7:43434488|7:43434218,Cancer
888,HECW1,HECW1,Paternal,"rs17207421-<b>A</b>, rs11979957-<b>A</b>, rs2240983-<b>G</b>, rs12702043-<b>G</b>, rs1860755-<b>G</b>, rs17801421-<b>A</b>, rs2024269-<b>T</b>",8 x 10-15,,0.23,'-,'-,'-,HECW1; HECW1; HECW1; HECW1; HECW1; HECW1; HECW1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:43435480|7:43441841|7:43441038|7:43441857|7:43434275|7:43434488|7:43434218,Cancer
1235,IGF2,IGF2,Paternal,rs11042751-<b>C</b>,8 x 10-17,,NR,'-,0.0234 unit increase,[0.018-0.029],IGF2,Urate levels,urate measurement,GCST90019524,11:2128634,Cancer
1243,IGF2,IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Cancer
1244,IGF2,IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Cancer
1251,IGF2,IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1252,IGF2,IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1253,IGF2,IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1254,IGF2,IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1271,IGF2,IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Cancer
1290,IGF2,IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Cancer
1310,IGF2,IGF2,Paternal,rs7482894-<b>T</b>,4 x 10-14,,0.65,'-,0.0147 unit increase,[0.011-0.019],"H19, IGF2",Urate levels,urate measurement,GCST011119,11:2100034,Cancer
1315,IGF2,IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Cancer
1322,IGF2,IGF2-AS,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Cancer
1323,IGF2,IGF2-AS,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Cancer
1330,IGF2,INS-IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1331,IGF2,INS-IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1332,IGF2,INS-IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1333,IGF2,INS-IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1350,IGF2,INS-IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Cancer
1368,IGF2,INS-IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Cancer
1369,IGF2,INS-IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Cancer
1373,IGF2,INS-IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Cancer
1390,IGF2,INS-IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Cancer
1401,INS,INS,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Cancer
1405,INS,INS,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1406,INS,INS,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1407,INS,INS,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1408,INS,INS,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1424,INS,INS,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Cancer
1434,INS,INS,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Cancer
1435,INS,INS,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Cancer
1442,INS,INS,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Cancer
1461,INS,INS-IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1462,INS,INS-IGF2,Paternal,rs150806792-<b>?</b>,8 x 10-8,,'-,1.19,'-,[1.12-1.26],INS-IGF2,Cervical cancer (MTAG),cervical carcinoma,GCST009825,11:2158112,Cancer
1463,INS,INS-IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1464,INS,INS-IGF2,Paternal,rs150806792-<b>?</b>,5 x 10-8,,'-,4.96,'-,[2.79-8.83],INS-IGF2,Cervical cancer,cervical carcinoma,GCST009826,11:2158112,Cancer
1481,INS,INS-IGF2,Paternal,rs7948458-<b>C</b>,2 x 10-11,,NR,'-,0.0202 unit increase,[0.014-0.026],INS-IGF2,Urate levels,urate measurement,GCST90019524,11:2151600,Cancer
1499,INS,INS-IGF2,Paternal,rs35506085-<b>A</b>,2 x 10-8,,0.1887,'-,0.028758 mg/dL decrease,[0.019-0.039],"INS-IGF2, IGF2-AS",Urate levels,urate measurement,GCST008971,11:2144346,Cancer
1500,INS,INS-IGF2,Paternal,rs3741210-<b>A</b>,1 x 10-8,,0.6584,'-,0.0193 mg/dL increase,[0.013-0.026],"IGF2-AS, INS-IGF2",Urate levels,urate measurement,GCST008972,11:2148310,Cancer
1504,INS,INS-IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-16,,NR,'-,0.0234 unit increase,[0.018-0.029],"INS-IGF2, INS",Urate levels,urate measurement,GCST90019524,11:2159843,Cancer
1521,INS,INS-IGF2,Paternal,rs3842748-<b>C</b>,1 x 10-17,,0.23,'-,0.0193 unit increase,[0.015-0.024],"INS-IGF2, INS",Urate levels,urate measurement,GCST011119,11:2160165,Cancer
2178,LIN28B,LIN28B,Paternal,rs17065417-<b>A</b>,1 x 10-8,,0.89,1.38,'-,[1.23-1.54],LIN28B,Neuroblastoma,neuroblastoma,GCST001660,6:104958399,Cancer
2179,LIN28B,LIN28B,Paternal,rs17065417-<b>C</b>,5 x 10-9,"(European American, conditioned on rs72990858)",0.9,1.4285715,'-,[1.25-1.67],LIN28B,Sporadic neuroblastoma,neuroblastoma,GCST004510,6:104958399,Cancer
2364,MIMT1,MIMT1,Paternal,rs7249211-<b>G</b>,6 x 10-6,(men),0.29,'-,0.104 kg/m2 increase,[0.059-0.149],"MIMT1, AC044792.1",Urate levels in lean individuals,"urate measurement, underweight body mass index status",GCST002830,19:56906546,Cancer
2365,MIMT1,MIMT1,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Cancer
2366,MIMT1,MIMT1,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Cancer
2533,PEG3,PEG3,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Cancer
2534,PEG3,PEG3,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Cancer
2674,SGCE,SGCE,Paternal,rs111307654-<b>GAAA</b>,1 x 10-12,(EA),0.7248,'-,0.0497 unit decrease,[0.036-0.063],SGCE,Breast cancer,breast carcinoma,GCST004988,7:94655778,Cancer
3059,WT1,WT1,Paternal,rs10835920-<b>T</b>,2 x 10-6,,0.380414,1.1,'-,[1.05-1.14],"EIF3M, WT1-AS",Endometrial cancer (endometrioid histology),endometrial carcinoma,GCST006465,11:32468118,Cancer
3060,WT1,WT1,Paternal,rs10835920-<b>T</b>,1 x 10-8,,0.38,1.09,'-,[1.06-1.13],"EIF3M, WT1-AS",Endometrial cancer,endometrial carcinoma,GCST006464,11:32468118,Cancer
3075,WT1,WT1-AS,Paternal,rs10835920-<b>T</b>,2 x 10-6,,0.380414,1.1,'-,[1.05-1.14],"EIF3M, WT1-AS",Endometrial cancer (endometrioid histology),endometrial carcinoma,GCST006465,11:32468118,Cancer
3076,WT1,WT1-AS,Paternal,rs10835920-<b>T</b>,1 x 10-8,,0.38,1.09,'-,[1.06-1.13],"EIF3M, WT1-AS",Endometrial cancer,endometrial carcinoma,GCST006464,11:32468118,Cancer
3089,WT1-AS,WT1-AS,Paternal,rs10835920-<b>T</b>,2 x 10-6,,0.380414,1.1,'-,[1.05-1.14],"EIF3M, WT1-AS",Endometrial cancer (endometrioid histology),endometrial carcinoma,GCST006465,11:32468118,Cancer
3090,WT1-AS,WT1-AS,Paternal,rs10835920-<b>T</b>,1 x 10-8,,0.38,1.09,'-,[1.06-1.13],"EIF3M, WT1-AS",Endometrial cancer,endometrial carcinoma,GCST006464,11:32468118,Cancer
3094,WT1,WTAP,Paternal,rs11752345-<b>T</b>,1 x 10-7,,NR,1.0968521,'-,NR,"SOD2, WTAP",Prostate cancer,prostate carcinoma,GCST90011808,6:159727316,Cancer
3095,WT1,WTAP,Paternal,rs963800-<b>C</b>,3 x 10-16,,NR,1.064,'-,[1.05-1.08],"SOD2, WTAP",Prostate cancer,prostate carcinoma,GCST011049,6:159729247,Cancer
3096,WT1,WTAP,Paternal,rs963800-<b>C</b>,6 x 10-6,,0.599,1.087,'-,[1.05-1.13],"SOD2, WTAP",Prostate cancer,prostate carcinoma,GCST011046,6:159729247,Cancer
3205,ZFP90,ZFP90,Paternal,rs137866923-<b>?</b>,8 x 10-7,,'-,1.15,'-,[1.09-1.22],"RPL35AP33, ZFP90",Ovarian cancer (MTAG),ovarian carcinoma,GCST009829,16:68497433,Cancer
3206,ZFP90,ZFP90,Paternal,rs137866923-<b>?</b>,3 x 10-7,,'-,3.82,'-,[2.29-6.36],"RPL35AP33, ZFP90",Ovarian cancer,ovarian carcinoma,GCST009830,16:68497433,Cancer
