ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1661,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-118,(224 ms),0.0826217,'-,0.226434 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1662,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-115,(226 ms),0.0826217,'-,0.223299 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1663,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-108,(228 ms),0.0826217,'-,0.216202 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1664,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-101,(230 ms),0.0826217,'-,0.20872 unit increase,[0.19-0.23],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1665,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-95,(232 ms),0.0826217,'-,0.203136 unit increase,[0.18-0.22],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1666,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-89,(234 ms),0.0826217,'-,0.198013 unit increase,[0.18-0.22],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1667,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-84,(236 ms),0.0826217,'-,0.191091 unit increase,[0.17-0.21],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1668,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-75,(238 ms),0.0826217,'-,0.18086 unit increase,[0.16-0.2],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1669,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-129,(206 ms),0.0826217,'-,0.235118 unit increase,[0.22-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1670,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-8,(110 ms),0.0826217,'-,0.0524111 unit increase,[0.033-0.072],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1671,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-8,(114 ms),0.0826217,'-,0.0538376 unit increase,[0.034-0.073],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1672,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-9,(116 ms),0.0826217,'-,0.0572405 unit increase,[0.038-0.077],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1673,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-10,(118 ms),0.0826217,'-,0.0587314 unit increase,[0.039-0.078],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1674,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-10,(120 ms),0.0826217,'-,0.061937 unit increase,[0.043-0.081],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1675,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-12,(122 ms),0.0826217,'-,0.0681845 unit increase,[0.049-0.088],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1676,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-15,(124 ms),0.0826217,'-,0.0762264 unit increase,[0.057-0.096],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1677,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-16,(126 ms),0.0826217,'-,0.0794804 unit increase,[0.06-0.099],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1678,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-16,(128 ms),0.0826217,'-,0.0782557 unit increase,[0.059-0.098],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1679,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-15,(130 ms),0.0826217,'-,0.0767944 unit increase,[0.057-0.096],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1680,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-15,(132 ms),0.0826217,'-,0.0766059 unit increase,[0.057-0.096],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1681,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-16,(134 ms),0.0826217,'-,0.0801997 unit increase,[0.061-0.1],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1682,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-21,(136 ms),0.0826217,'-,0.0916465 unit increase,[0.072-0.111],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1683,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-25,(138 ms),0.0826217,'-,0.0999359 unit increase,[0.081-0.119],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1684,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-26,(140 ms),0.0826217,'-,0.102083 unit increase,[0.083-0.122],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1685,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-28,(142 ms),0.0826217,'-,0.106368 unit increase,[0.087-0.126],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1686,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-31,(144 ms),0.0826217,'-,0.112001 unit increase,[0.092-0.132],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1687,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-32,(146 ms),0.0826217,'-,0.112049 unit increase,[0.093-0.131],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1688,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-33,(148 ms),0.0826217,'-,0.115365 unit increase,[0.096-0.135],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1689,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-37,(150 ms),0.0826217,'-,0.1222 unit increase,[0.1-0.14],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1690,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-42,(152 ms),0.0826217,'-,0.129679 unit increase,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1691,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-47,(154 ms),0.0826217,'-,0.137903 unit increase,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1692,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-50,(156 ms),0.0826217,'-,0.143657 unit increase,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1693,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-51,(158 ms),0.0826217,'-,0.14448 unit increase,[0.13-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1694,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-53,(160 ms),0.0826217,'-,0.14815 unit increase,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1695,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-57,(162 ms),0.0826217,'-,0.154438 unit increase,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1696,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-59,(164 ms),0.0826217,'-,0.157442 unit increase,[0.14-0.18],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1697,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-63,(166 ms),0.0826217,'-,0.162291 unit increase,[0.14-0.18],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1698,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-71,(168 ms),0.0826217,'-,0.171581 unit increase,[0.15-0.19],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1699,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-76,(170 ms),0.0826217,'-,0.177677 unit increase,[0.16-0.2],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1700,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-77,(172 ms),0.0826217,'-,0.179683 unit increase,[0.16-0.2],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1701,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-79,(174 ms),0.0826217,'-,0.183855 unit increase,[0.16-0.2],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1702,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-86,(176 ms),0.0826217,'-,0.190808 unit increase,[0.17-0.21],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1703,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-91,(178 ms),0.0826217,'-,0.196038 unit increase,[0.18-0.22],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1704,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-95,(180 ms),0.0826217,'-,0.199729 unit increase,[0.18-0.22],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1705,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-99,(182 ms),0.0826217,'-,0.203747 unit increase,[0.18-0.22],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1706,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-105,(184 ms),0.0826217,'-,0.211016 unit increase,[0.19-0.23],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1707,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-109,(186 ms),0.0826217,'-,0.21577 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1708,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-110,(188 ms),0.0826217,'-,0.216304 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1709,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-109,(190 ms),0.0826217,'-,0.217931 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1710,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-116,(192 ms),0.0826217,'-,0.222102 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1711,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-117,(194 ms),0.0826217,'-,0.2236 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1712,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-117,(196 ms),0.0826217,'-,0.22447 unit increase,[0.2-0.24],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1713,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-119,(198 ms),0.0826217,'-,0.227381 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1714,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-123,(200 ms),0.0826217,'-,0.229971 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1715,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-124,(202 ms),0.0826217,'-,0.23106 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1716,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-127,(204 ms),0.0826217,'-,0.233373 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1717,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-127,(208 ms),0.0826217,'-,0.234975 unit increase,[0.22-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1718,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-129,(210 ms),0.0826217,'-,0.235045 unit increase,[0.22-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1719,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-129,(212 ms),0.0826217,'-,0.235245 unit increase,[0.22-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1720,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-126,(214 ms),0.0826217,'-,0.233128 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1721,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-124,(216 ms),0.0826217,'-,0.230858 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1722,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-124,(218 ms),0.0826217,'-,0.231008 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1723,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-123,(220 ms),0.0826217,'-,0.22957 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1724,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-34,,0.088,'-,0.12 unit decrease,[0.1-0.14],KCNQ1,T wave morphology restitution during exercise (MTAG),T wave morphology measurement,GCST009068,11:2463573,Cardiovascular
1725,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-59,,0.088,'-,0.138 unit decrease,[0.12-0.15],KCNQ1,T wave morphology restitution during recovery from exercise,T wave morphology measurement,GCST009069,11:2463573,Cardiovascular
1726,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-58,,0.088,'-,0.174 unit decrease,[0.15-0.2],KCNQ1,T wave morphology restitution during recovery from exercise (MTAG),T wave morphology measurement,GCST009017,11:2463573,Cardiovascular
1727,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-17,,0.06,'-,7.88 msec decrease,[6.16-9.59],KCNQ1,QT interval,QT interval,GCST000363,11:2463573,Cardiovascular
1728,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-67,(240 ms),0.0826217,'-,0.171783 unit increase,[0.15-0.19],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1729,KCNQ1,KCNQ1,Maternal,rs16928297-<b>G</b>,2 x 10-6,,0.51,'-,1.25 unit increase,[0.74-1.76],KCNQ1,QT interval,QT interval,GCST001746,11:2464890,Cardiovascular
1730,KCNQ1,KCNQ1,Maternal,rs16928297-<b>?</b>,7 x 10-11,,NR,'-,1.398405 unit increase,[0.98-1.82],KCNQ1,QT interval,QT interval,GCST008043,11:2464890,Cardiovascular
1731,KCNQ1,KCNQ1,Maternal,rs7122937-<b>T</b>,1 x 10-54,,0.188,'-,1.93 unit increase,[1.69-2.17],KCNQ1,QT interval,QT interval,GCST002500,11:2465320,Cardiovascular
1732,KCNQ1,KCNQ1,Maternal,rs7122937-<b>?</b>,2 x 10-11,,NR,'-,1.439996 unit increase,[1.02-1.86],KCNQ1,QT interval,QT interval,GCST008043,11:2465320,Cardiovascular
1733,KCNQ1,KCNQ1,Maternal,rs12296050-<b>?</b>,8 x 10-11,,NR,'-,1.397762 unit increase,[0.98-1.82],KCNQ1,QT interval,QT interval,GCST008043,11:2468112,Cardiovascular
1734,KCNQ1,KCNQ1,Maternal,rs12296050-<b>T</b>,8 x 10-11,(QT interval),0.15,'-,13.16 % s.d. increase,[9.19-17.12],KCNQ1,Electrocardiographic traits,QT interval,GCST000561,11:2468112,Cardiovascular
1735,KCNQ1,KCNQ1,Maternal,rs12296050-<b>T</b>,3 x 10-17,,0.2,'-,1.44 ms increase,[0.95-1.93],KCNQ1,QT interval,QT interval,GCST000364,11:2468112,Cardiovascular
1736,KCNQ1,KCNQ1,Maternal,rs12576239-<b>T</b>,1 x 10-15,,0.13,'-,1.75 msec increase,[1.41-2.09],KCNQ1,QT interval,QT interval,GCST000363,11:2481089,Cardiovascular
1737,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,9 x 10-12,(330 ms),0.947658,'-,0.084894 unit decrease,[0.06-0.11],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1738,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,3 x 10-12,(332 ms),0.947658,'-,0.0866018 unit decrease,[0.062-0.111],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1739,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,7 x 10-12,(334 ms),0.947658,'-,0.0854882 unit decrease,[0.061-0.11],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1740,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,7 x 10-12,(336 ms),0.947658,'-,0.0865788 unit decrease,[0.062-0.111],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1741,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,2 x 10-11,(338 ms),0.947658,'-,0.0853695 unit decrease,[0.061-0.11],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1742,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,1 x 10-10,(340 ms),0.947658,'-,0.0805768 unit decrease,[0.056-0.105],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1743,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,4 x 10-9,(342 ms),0.947658,'-,0.0748777 unit decrease,[0.05-0.1],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1744,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,3 x 10-9,(344 ms),0.947658,'-,0.0747566 unit decrease,[0.05-0.099],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1745,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,2 x 10-9,(346 ms),0.947658,'-,0.0759881 unit decrease,[0.051-0.101],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1746,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,3 x 10-13,(210 ms),0.947658,'-,0.0864296 unit increase,[0.062-0.111],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1747,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,3 x 10-13,(220 ms),0.947658,'-,0.0856456 unit increase,[0.061-0.11],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1748,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,8 x 10-9,(170 ms),0.947658,'-,0.0686092 unit increase,[0.044-0.093],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1749,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,3 x 10-9,(172 ms),0.947658,'-,0.070969 unit increase,[0.047-0.095],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1750,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,2 x 10-9,(174 ms),0.947658,'-,0.0745033 unit increase,[0.05-0.099],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1751,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,5 x 10-10,(182 ms),0.947658,'-,0.0717813 unit increase,[0.047-0.096],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1752,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,1 x 10-9,(184 ms),0.947658,'-,0.0707854 unit increase,[0.046-0.095],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
1753,KCNQ1,KCNQ1,Maternal,rs117236107-<b>G</b>,1 x 10-11,(192 ms),0.947658,'-,0.0803834 unit increase,[0.056-0.105],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2503382,Cardiovascular
